click_select_element_img.prac	เลือกองค์ประกอบ [B_NAME] ด้วยการคลิกที่ [ICON]	
click_scroll_down.demo	แถบเลื่อนนี้ใช้เพื่อเลื่อนลง	
click_scroll_down.prac	เลื่อนลงโดยใช้แถบเลื่อน	
dblclick_select_entry.demo	การคลิกสองครั้งที่ [B_NAME] จะเลือกรายการ	
dblclick_select_entry.prac	เลือกรายการ [B_NAME] ด้วยการคลิกสองครั้งที่รายการ	
dblclick_select_date.demo	[B_NAME] ถูกเลือก	
dblclick_select_date.prac	เลือก [B_NAME]	
dblclick_start_transaction.demo	ทรานแซคชัน [B_NAME] เริ่มต้นด้วยการคลิกสองครั้งที่ทรานแซคชัน	
dblclick_start_transaction.prac	เริ่มทรานแซคชัน [B_NAME] ด้วยการคลิกสองครั้งที่ทรานแซคชัน <br>หรือ<br>ป้อนรหัสทรานแซคชัน [B_TCODE] และยืนยันด้วยปุ่ม Enter	
click_close_group.demo	กลุ่ม [B_NAME] ถูกปิด	
click_close_group.prac	โปรดปิดกลุ่ม [B_NAME]	
click_open_group.demo	กลุ่ม [B_NAME] ถูกเปิด	
click_open_group.prac	โปรดเปิดกลุ่ม [B_NAME]	
select.demo	[B_SELECTED] ถูกเลือกเป็น [B_NAME]	
select.prac	โปรดเลือก [B_SELECTED] เป็น [B_NAME]	
input_text.demo	มีการกรอกข้อมูลในกล่อง [B_NAME]	
input_text.prac	โปรดป้อน [B_INPUT] ลงในกล่อง [B_NAME]	
input_text_value.demo	ตอนนี้มีการป้อน [B_INPUT] ลงในกล่อง [B_NAME]	
input_text_value.prac	โปรดป้อน [B_INPUT] ลงในกล่อง [B_NAME]	
input_tab_enter_button.demo		
input_tab_enter_button.prac	<br>ยืนยันรายการของคุณด้วยการกด <b>Tab</b> หรือ <b>ปุ่ม Enter</b> หรือคลิกที่ <b>ปุ่มที่เหมาะสม</b>	
input_tab_enter.demo		
input_tab_enter.prac	<br>ยืนยันรายการของคุณด้วยการกด <b>Tab</b> หรือ <b>ปุ่ม Enter</b>	
input_enter_button.demo		
input_enter_button.prac	<br>ยืนยันรายการของคุณด้วยการกด <b>ปุ่ม Enter</b> หรือคลิกที่ <b>ปุ่มที่เหมาะสม</b>	
input_tab.demo		
input_tab.prac	<br>ยืนยันรายการของคุณด้วยการกด <b>ปุ่ม Tab</b>	
input_enter.demo		
input_enter.prac	<br>ยืนยันรายการของคุณด้วยการกด <b>ปุ่ม Enter</b>	
input_button.demo		
input_button.prac	<br>ยืนยันรายการของคุณด้วย <b>การคลิกที่ปุ่มที่เหมาะสม</b>	
click_select.demo	ตอนนี้ [B_NAME] ถูกเลือกแล้ว	
click_select.prac	โปรดเลือก [B_NAME]	
click_show_value_help_button.demo	การคลิกที่กล่อง [B_NAME] จะเปิดวิธีใช้สำหรับค่าต่างๆ	
click_show_value_help_button.prac	เปิดวิธีใช้สำหรับค่าต่างๆ ด้วยการคลิกที่กล่องข้อความ [B_NAME]	
click_scroll_horizontal.demo	กำลังเลื่อนไปทางขวา	
click_scroll_horizontal.prac	โปรดเลื่อนไปทางขวา	
click_scroll_vertical.demo	กำลังเลื่อนลง ...	
click_scroll_vertical.prac	โปรดเลื่อนลง	
click_img_expand.demo	หากต้องการขยายบนพื้นที่นำทาง ให้คลิกที่ [ICON]	
click_img_expand.prac	ขยายบนพื้นที่นำทางด้วยการคลิกที่ [ICON]	
click_img_collapse.demo	หากต้องการย่อพื้นที่นำทาง ให้คลิกที่ [ICON]	
click_img_collapse.prac	ย่อพื้นที่นำทางด้วยการคลิกที่ [ICON]	
click_navrow.demo	[B_NAME] ถูกเลือกบนบรรทัดนำทาง	
click_navrow.prac	โปรดเปิด [B_NAME] จากบรรทัดนำทาง	
click_navrow2.demo	[B_NAME] ถูกเลือกบนบรรทัดนำทางบรรทัดที่สอง	
click_navrow2.prac	โปรดเปิด [B_NAME] จากบรรทัดนำทางบรรทัดที่สอง	
click_open_context_menu.demo	เมนูทางลัดของ [B_NAME] ถูกเปิด	
click_open_context_menu.prac	เปิดเมนูทางลัดของ [B_NAME]	
click_radio_select.demo	[B_NAME] ถูกเลือก	
click_radio_select.prac	เลือก [B_NAME]	
click_select_img.demo	[B_ICON_NAME] ถูกเลือก	
click_select_img.prac	เลือก [B_ICON_NAME]	
click_open_form_view.demo	[B_ICON_NAME] สลับไปที่มุมมองแบบฟอร์ม	
click_open_form_view.prac	ใช้ [B_ICON_NAME] เพื่อสลับไปที่มุมมองแบบฟอร์ม	
history_select.demo	[B_NAME] ถูกเลือกจากเอกสารล่าสุด	
history_select.prac	เลือก [B_NAME] จากเอกสารล่าสุด	
click_page_up_img.demo	การคลิกที่ [B_ICON] จะเลื่อนขึ้นหนึ่งหน้า	
click_page_up_img.prac	เลื่อนขึ้นหนึ่งหน้าด้วยการคลิกที่ [B_ICON]	
click_page_down_img.demo	การคลิกที่ [B_ICON] จะเลื่อนลงหนึ่งหน้า	
click_page_down_img.prac	เลื่อนลงหนึ่งหน้าด้วยการคลิกที่ [B_ICON]	
click_page_top_img.demo	การคลิกที่ [B_ICON] จะเลื่อนไปที่จุดเริ่มต้น	
click_page_top_img.prac	เลื่อนไปที่จุดเริ่มต้นด้วยการคลิกที่ [B_ICON]	
click_page_bottom_img.demo	การคลิกที่ [B_ICON] จะเลื่อนไปที่จุดสิ้นสุด	
click_page_bottom_img.prac	เลื่อนไปที่จุดสิ้นสุดด้วยการคลิกที่ [B_ICON]	
click_sort_by_column.demo	การเรียงลำดับตามคอลัมน์ [B_NAME]	
click_sort_by_column.prac	เรียงลำดับตามคอลัมน์ [B_NAME]	
click_select_date.demo	[B_NAME] ถูกเลือก	
click_select_date.prac	เลือก [B_NAME]	
click_close_card_img.demo	การคลิกที่ [ICON] จะปิดการ์ด	
click_close_card_img.prac	คลิกที่ [ICON] เพื่อปิดการ์ด	
click_select_function_img.demo	การคลิกที่ [ICON] จะเลือกฟังก์ชัน [B_NAME]	
click_select_function_img.prac	คลิกที่ [ICON] เพื่อเลือกฟังก์ชัน [B_NAME]	
click_hide_treeview.demo	การคลิกที่ [ICON] จะซ่อนมุมมองทรี	
click_hide_treeview.prac	ซ่อนมุมมองทรีด้วยการคลิกที่ [ICON]	
click_show_treeview.demo	การคลิกที่ [ICON] จะแสดงมุมมองทรี	
click_show_treeview.prac	แสดงมุมมองทรีด้วยการคลิกที่ [ICON]	
click_mark_transaction.demo	การคลิกที่ [B_NAME] จะเลือกทรานแซคชัน	
click_mark_transaction.prac	เลือกทรานแซคชัน [B_NAME] ด้วยการคลิก	
dblclick_select_element.demo	องค์ประกอบ [B_NAME] ถูกเลือกด้วยการคลิกสองครั้งที่องค์ประกอบ	
dblclick_select_element.prac	เลือกองค์ประกอบ [B_NAME] ด้วยการคลิกสองครั้งที่องค์ประกอบ	
please_note.demo	โปรดสังเกตข้อมูลต่อไปนี้: [B_NAME]	
please_note.prac	สังเกตข้อมูลต่อไปนี้: [B_NAME]	
click_open_value_help_img.demo	การคลิกที่ <b>วิธีใช้รายการ</b> [ICON] จะเปิดรายการการเลือกที่มีค่าที่ถูกต้อง	
click_open_value_help_img.prac	คลิกที่ <b>วิธีใช้รายการ</b> [ICON] เพื่อเปิดรายการการเลือกที่มีค่าที่ถูกต้อง	
click_open_selection.demo	การคลิกที่ปุ่ม [ICON] ของรายการ [B_NAME] จะเปิดรายการนั้น	
click_open_selection.prac	คลิกที่ปุ่ม [ICON] ของรายการ [B_NAME] เพื่อเปิดรายการนั้น	
click_mark_entry.demo	การคลิกที่รายการ [B_NAME] จะเลือกรายการนั้น	
click_mark_entry.prac	เลือกรายการ [B_NAME] ด้วยการคลิกที่รายการนั้น	
click_mark_entry_img.demo	การคลิกที่รายการ [ICON] จะเลือกรายการนั้น	
click_mark_entry_img.prac	เลือกรายการ [ICON] ด้วยการคลิกที่รายการนั้น	
dblclick_mark_entry_img.demo	การคลิกสองครั้งที่รายการ [ICON] จะเลือกรายการนั้น	
dblclick_mark_entry_img.prac	เลือกรายการ [ICON] ด้วยการคลิกสองครั้งที่รายการนั้น	
click_menu_select_img.demo	การคลิกที่รายการเมนู [ICON] จะทำให้รายการเมนูนั้นทำงาน	
click_menu_select_img.prac	คลิกที่รายการเมนู [ICON] เพื่อทำให้รายการเมนูนั้นทำงาน	
click_open_menu_img.demo	การคลิกที่เมนู [ICON] จะเปิดเมนูนั้น	
click_open_menu_img.prac	คลิกที่เมนู [ICON] เพื่อเปิดเมนูนั้น	
click_select_card_img.demo	การคลิกที่แท็บ [ICON] จะเลือกแท็บนั้น	
click_select_card_img.prac	คลิกที่แท็บ [ICON] เพื่อเลือกแท็บนั้น	
dblclick_select_line.demo	การคลิกสองครั้งที่ปุ่ม [NAME] จะเลือกบรรทัด	
dblclick_select_line.prac	คลิกสองครั้งที่ปุ่ม [NAME] เพื่อเลือกบรรทัด	
click_activate_edit.demo	การคลิกที่กล่องป้อนข้อความ [B_NAME] จะเปิดใช้งานกล่องป้อนข้อความ	
click_activate_edit.prac	คลิกกล่องป้อนข้อความ [B_NAME] เพื่อเปิดใช้งานกล่องป้อนข้อความ	
dblclick_activate_edit.demo	การคลิกสองครั้งที่กล่องป้อนข้อความ [B_NAME] จะเปิดใช้งานกล่องป้อนข้อความ	
dblclick_activate_edit.prac	คลิกสองครั้งที่กล่องป้อนข้อความ [B_NAME] เพื่อเปิดใช้งานกล่องป้อนข้อความ	
dblclick_open_folder_img.demo	การคลิกสองครั้งที่ไอคอน  [ICON] จะเปิดโฟลเดอร์ [B_NAME]	
dblclick_open_folder_img.prac	เปิดโฟลเดอร์ [B_NAME] ด้วยการคลิกสองครั้งที่ไอคอน [ICON]	
click_open_folder.demo	การคลิกที่ไอคอน <b>'เปิดโฟลเดอร์'</b> จะเปิดโฟลเดอร์ [B_NAME]	
click_open_folder.prac	เปิดโฟลเดอร์ [B_NAME] ด้วยการคลิกที่ไอคอน <b>'เปิดโฟลเดอร์'</b>	
dblclick_open_folder.demo	การคลิกสองครั้งที่ไอคอน <b>'เปิดโฟลเดอร์'</b> จะเปิดโฟลเดอร์ [B_NAME]	
dblclick_open_folder.prac	เปิดโฟลเดอร์ [B_NAME] ด้วยการคลิกสองครั้งที่ไอคอน <b>'เปิดโฟลเดอร์'</b>	
click_close_folder.demo	การคลิกที่ไอคอน <b>'ปิดโฟลเดอร์'</b> จะปิดโฟลเดอร์ [B_NAME]	
click_close_folder.prac	ปิดโฟลเดอร์ [B_NAME] ด้วยการคลิกที่ไอคอน <b>'ปิดโฟลเดอร์'</b>	
drag_scroll_hor.demo	การคลิกและการลาก <b>แถบเลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
drag_scroll_hor.prac	คลิกและลาก <b>แถบเลื่อนแนวนอน</b> เพื่อเลื่อน	
drag_scroll_vert.demo	การคลิกและการลาก <b>แถบเลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
drag_scroll_vert.prac	คลิกและลาก <b>แถบเลื่อนแนวตั้ง</b> เพื่อเลื่อน	
click_scroll.demo	การคลิกที่ <b>ปุ่มเลื่อน</b> [NAME] จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
click_scroll.prac	เลื่อนด้วยการคลิกที่ <b>ปุ่มเลื่อน</b> [NAME]	
click_scroll_page_left.demo	การคลิกใน <b>พื้นที่เลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
click_scroll_page_left.prac	คลิกใน <b>พื้นที่ทางด้านซ้ายของแถบเลื่อน</b> เพื่อเลื่อน	
click_scroll_page_right.demo	การคลิกใน <b>พื้นที่เลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฎขึ้น	
click_scroll_page_right.prac	คลิกใน <b>พื้นที่ทางด้านขวาของแถบเลื่อน</b> เพื่อเลื่อน	
click_scroll_page_up.demo	การคลิกใน <b>พื้นที่เลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
click_scroll_page_up.prac	คลิกใน <b>พื้นที่ด้านบนแถบเลื่อน</b> เพื่อเลื่อน	
click_scroll_page_down.demo	การคลิกใน <b>พื้นที่เลื่อน</b> จะทำให้พื้นที่ที่ต้องการปรากฏขึ้น	
click_scroll_page_down.prac	คลิกใน <b>พื้นที่ด้านล่างแถบเลื่อน</b> เพื่อเลื่อน	
rclick_context.demo	การคลิกขวาที่ [B_NAME] ด้วยเมาส์จะเปิดเมนูทางลัด	
rclick_context.prac	โปรดคลิกที่ [B_NAME] ด้วยปุ่มเมาส์ขวา	
dblclick_img.demo	[ICON] ถูกคลิกสองครั้ง	
dblclick_img.prac	โปรดคลิกสองครั้งที่ [ICON]	
keypress.demo	โปรดป้อน [B_KEY]	
keypress.prac	โปรดป้อน [B_KEY]	
item.close_folder	ปิดโฟลเดอร์	
item.open_folder	เปิดโฟลเดอร์	
item.enter_key	Enter	
item.tab_key	Tab	
item.vscroll	แถบเลื่อนแนวตั้ง	
item.hscroll	แถบเลื่อนแนวนอน	
item.close_window	ปิดหน้าต่าง	
item.value_help	การเลือกค่า	
item.scroll	แถบเลื่อน	
item.back_btn	ย้อนกลับ	
item.save_btn	บันทึก	
item.scroll_area	พื้นที่เลื่อน	
drag_img.demo	ลาก [B_NAME_ICON]	
drag_img.prac	ลาก [B_NAME_ICON]	
drop_img.demo	ปล่อยที่ [B_NAME_ICON]	
drop_img.prac	ปล่อยที่ [B_NAME_ICON]	
dblclick_start_transaction2.demo	ทรานแซคชัน [B_NAME] ถูกเริ่มต้นแล้วด้วยการคลิกสองครั้งที่ทรานแซคชัน	
dblclick_start_transaction2.prac	เริ่มต้นทรานแซคชัน [B_NAME] ด้วยการคลิกสองครั้งที่ทรานแซคชัน	
docSAPMenuPath	เส้นทางเมนู	
docSAPTransaction	ทรานแซคชัน	
docTableHeaderStep	ขั้นตอน	
docTableHeaderAction	การกระทำ	
docTableHeaderInput	การป้อนข้อมูล	
docTableHeaderExpectedResults	ผลลัพธ์ที่คาดไว้	
docTableHeaderPassed	ผ่าน	
docTableHeaderFailed	ไม่ผ่าน	
docQuizzesTitle	การประเมินแบบทดสอบ	
docQuizzesInformation	ข้อมูล:	
docQuizzesScorePassed	คะแนนที่ต้องได้:	
docQuizzesScoreAchieved	คะแนนที่ได้:	
docQuizzesScoreMax	คะแนนสูงสุด:	
input_text_value_tpcd.demo	[B_INPUT] ถูกป้อนลงใน <b>ช่องทรานแซคชัน</b> แล้วในตอนนี้	
input_text_value_tpcd.prac	ป้อน [B_INPUT] ลงใน <b>ช่องทรานแซคชัน</b>	
enter_img.demo	เลื่อนเมาส์บน [B_NAME_ICON]	
enter_img.prac	เลื่อนเมาส์บน [B_NAME_ICON]	
click_combobtn_tpcd.demo	การคลิกที่ [ICON] ของ <b>ช่องทรานแซคชัน</b> จะเปิดรายการทรานแซคชันที่ดำเนินการแล้ว	
click_combobtn_tpcd.prac	คลิกที่ [ICON] ของ <b>ช่องทรานแซคชัน</b> เพื่อเปิดรายการทรานแซคชันที่ดำเนินการแล้ว	
