input_button.prac	<br>Confirmaţi înregistrarea cu un <b>clic pe butonul corespunzător</b>.
click_select.demo	[B_NAME] va fi acum desemnat.
click_select.prac	Desemnaţi [B_NAME].
click_show_value_help_button.demo	Prin clic pe zona de text [B_NAME] deschideţi ajutorul-valori.
click_show_value_help_button.prac	Deschideţi ajutorul-valori prin clic pe zona de text [B_NAME].
click_scroll_horizontal.demo	Se rulează spre dreapta…
click_scroll_horizontal.prac	Rulaţi spre dreapta.
click_scroll_vertical.demo	Se rulează în jos...
click_scroll_vertical.prac	Rulaţi în jos.
click_img_expand.demo	"Pentru a mări zona de navigaţia, se face clic pe [ICON]."
click_img_expand.prac	Măriţi zona de navigaţie prin clic pe [ICON].
click_img_collapse.demo	"Pentru a micşora zona de navigaţie, se face clic pe [ICON]."
click_img_collapse.prac	Micşoraţi zona de navigaţie prin clic pe [ICON].
click_navrow.demo	În rândul de navigaţie se desemnează [B_NAME].
click_navrow.prac	Deschideţi [B_NAME] din rândul de navigaţie.
click_navrow2.demo	Se desemnează în cel de-al doilea rând de navigaţie [B_NAME].
click_navrow2.prac	Deschideţi [B_NAME] în rândul al doilea de navigaţie.
click_open_context_menu.demo	Se deschide meniul de contexte al [B_NAME].
click_open_context_menu.prac	Deschideţi meniul de contexte al [B_NAME].
click_radio_select.demo	Se desemnează [B_NAME].
click_radio_select.prac	Desemnaţi [B_NAME].
click_select_img.demo	Se desemnează [B_ICON_NAME].
click_select_img.prac	Desemnaţi [B_ICON_NAME].
click_open_form_view.demo	Cu [B_ICON_NAME] se conectează pe vedere formular.
click_open_form_view.prac	Conectaţi pe vedere formular cu [B_ICON_NAME].
history_select.demo	[B_NAME] se selectează din istoric.
history_select.prac	Desemnaţi [B_NAME] din istoric.
click_page_up_img.demo	Prin clic pe [B_ICON] se rulează în sus o pagină.
click_page_up_img.prac	Rulaţi o pagină în sus prin clic pe [B_ICON].
click_page_down_img.demo	Prin clic pe [B_ICON] se rulează în jos o pagină.
click_page_down_img.prac	Rulaţi o pagină în jos prin clic pe [B_ICON].
click_page_top_img.demo	Prin clic pe [B_ICON] se rulează de la început.
click_page_top_img.prac	Rulaţi de la început prin clic pe [B_ICON].
click_page_bottom_img.demo	Prin clic pe [B_ICON] se rulează la sfârşit.
click_page_bottom_img.prac	Rulaţi la sfârşit prin clic pe [B_ICON].
click_sort_by_column.demo	Se sortează conform coloanei [B_NAME].
click_sort_by_column.prac	Sortaţi conform coloanei [B_NAME].
click_select_date.demo	Se desemnează [B_NAME].
click_select_date.prac	Desemnaţi [B_NAME].
click_close_card_img.demo	Prin clic pe [ICON] cartela se închide.
click_close_card_img.prac	Faceţi clic pe [ICON] pentru a închide cartela.
click_select_function_img.demo	Prin clic pe [ICON] desemnaţi funcţia [B_NAME].
click_select_function_img.prac	Faceţi clic pe [ICON] pentru desemnarea funcţiei [B_NAME].
click_hide_treeview.demo	Prin clic pe [ICON] se intercalează vederea arbore.
click_hide_treeview.prac	Intercalaţi vederea arbore prin clic pe [ICON].
click_show_treeview.demo	Prin clic pe [ICON] se intercalează vederea arbore.
click_show_treeview.prac	Intercalaţi vederea arbore prin clic pe [ICON].
click_mark_transaction.demo	Prin clic pe [B_NAME] se marchează tranzacţia.
click_mark_transaction.prac	Marcaţi tranzacţia [B_NAME] prin clic.
dblclick_select_element.demo	Prin clic dublu se desemnează elementul [B_NAME].
dblclick_select_element.prac	Desemnaţi elementul [B_NAME] prin clic dublu.
please_note.demo	Aveţi în vedere următoarele: [B_NAME].
please_note.prac	Aveţi în vedere următoarele: [B_NAME].
click_open_value_help_img.demo	Prin clic pe <b>Ajutor înregistrare</b> [ICON] obţineţi o listă de selectare cu valorile valabile.
click_open_value_help_img.prac	Faceţi clic pe <b>Ajutor înregistrare</b> [ICON] pentru a obţine o listă de selectare cu valorile valabile.
click_open_selection.demo	Prin clic pe [ICON] obţineţi o listă de selectare.
click_open_selection.prac	Faceţi clic pe [ICON] pentru a obţine o listă de selectare.
click_mark_entry.demo	Prin clic pe înregistrarea [B_NAME] marcaţi-o.
click_mark_entry.prac	Marcaţi înregistrarea [B_NAME] prin clic.
click_mark_entry_img.demo	Prin clic pe înregistrarea [ICON] desemnaţi-o.
click_mark_entry_img.prac	Desemnaţi înregistrarea [ICON] prin clic.
click_menu_select_img.demo	Prin clic pe punctul de meniu [ICON] executaţi-l.
click_menu_select_img.prac	Faceţi clic pe punctul de meniu [ICON] pentru a-l executa.
click_open_menu_img.demo	Prin clic pe meniul [ICON] deschideţi-l.
click_open_menu_img.prac	Faceţi clic pe meniul [ICON] pentru a-l deschide.
click_select_card_img.demo	Prin clic pe cartela registru [ICON] desemnaţi-o.
click_select_card_img.prac	Faceţi clic pe carela registru [ICON] pentru a o desemna.
dblclick_select_line.demo	Prin clic dublu pe zona de conectare [NAME] marcaţi rândul.
dblclick_select_line.prac	Faceţi clic dublu pe zona de conectare [NAME] pentru a marca rândul.
click_activate_edit.demo	Prin clic în zona de înregistrare [B_NAME] activaţi-o.
click_activate_edit.prac	Faceţi clic în zona de înregistrare [B_NAME] pentru a o activa.
dblclick_activate_edit.demo	Prin clic dublu în zona de inregistrare [B_NAME] activaţi-o.
dblclick_activate_edit.prac	Faceţi clic în zona de înregistrare [B_NAME] pentru a o activa.
dblclick_open_folder_img.demo	Prin clic dublu pe simbolul [ICON] deschideţi fişierul [B_NAME].
dblclick_open_folder_img.prac	Deschideţi fişierul [B_NAME] prin clic dublu pe simbolul [ICON].
click_open_folder.demo	Prin clic pe simbolul <b>'Deschiderea fişierului'</b> deschideţi fişierul [B_NAME].
click_open_folder.prac	Deschideţi fişierul [B_NAME] prin clic pe simbolul <b>'Deschiderea fişierului'</b>.
dblclick_open_folder.demo	Prin clic dublu pe simbolul <b>'Deschiderea fişiereului'</b> deschideţi fişierul [B_NAME].
dblclick_open_folder.prac	Deschideţi fişierul [B_NAME] prin clic dublu pe simbolul <b>'Deschiderea fişierului'</b>.
click_close_folder.demo	Prin clic pe simbolul <b>'Închiderea fişiereului'</b> închideţi fişierul [B_NAME].
click_close_folder.prac	Închideţi fişierul [B_NAME] prin clic pe <b>'Închiderea fişierului'</b>.
drag_scroll_hor.demo	Prin clic şi tragerea <b>barei de rulare</b> devine vizibilă zona dorită.
drag_scroll_hor.prac	Faceţi clic şi trageţi <b>bara de rulare orizontală</b> pentru a rula.
drag_scroll_vert.demo	Prin clic şi tragerea <b>barei de rulare</b> devine vizibilă zona dorită.
drag_scroll_vert.prac	Faceţi clic şi trageţi <b>bara de rulare verticală</b> pentru a rula.
click_scroll.demo	Prin clic pe <b>suprafaţa de comandă de rulare</b> [NAME] devine vizibilă zona dorită.
click_scroll.prac	Rulaţi prin clic pe <b>suprafaţa de comandă de rulare</b> [NAME].
click_scroll_page_left.demo	Prin clic pe <b>zona de rulare</b> devine vizibilă zona dorită.
click_scroll_page_left.prac	Faceţi clic în <b>zona din stânga a barei de rulare</b> pentru a rula.
click_scroll_page_right.demo	Prin clic în <b>zona de rulare</b> devine vizibilă zona dorită.
click_scroll_page_right.prac	Faceţi clic în <b>zona din dreapta a barei de rulare</b> pentru a rula.
click_scroll_page_up.demo	Prin clic în <b>zona de rulare</b> devine vizibilă zona dorită.
click_scroll_page_up.prac	Faceţi clic în <b>zona superioară a barei de rulare</b> pentru a rula.
click_scroll_page_down.demo	Prin clic în <b>zona de rulare</b> devine vizibilă zona dorită.
click_scroll_page_down.prac	Faceţi clic în <b>zona infrerioară a barei de rulare</b> pentru a rula.
rclick_context.demo	Prin clic cu butonul din dreapta al mouse pe [B_NAME] se deschide un meniu de contexte.
rclick_context.prac	Faceţi clic cu butonul din dreapta al mouse pe [B_NAME].
dblclick_img.demo	Se va face clic dublu pe [ICON].
dblclick_img.prac	Faceţi clic dublu pe [ICON].
keypress.demo	Introduceţi  [B_KEY].
keypress.prac	Introduceţi [B_KEY].
item.close_folder	Închiderea fişierului
item.open_folder	Deschiderea fişiereului
item.enter_key	Enter
item.tab_key	Tab
item.vscroll	Bara de rulare verticală
item.hscroll	Bara de rulare orizontală
item.close_window	Închidere ferestrei
item.value_help	Selectarea valorii
item.scroll	Bara de rulare
item.back_btn	Înapoi
item.save_btn	Salvare
item.scroll_area	Zona de rulare
input_text_value_tpcd.demo	[B_INPUT] is now entered in the <b>Transaction-Field</b>.
input_text_value_tpcd.prac	Enter [B_INPUT] in the <b>Transaction-Field</b>.
drag_img.demo	Drag [B_NAME_ICON].
drag_img.prac	Drag [B_NAME_ICON].
drop_img.demo	Drop on [B_NAME_ICON].
drop_img.prac	Drop on [B_NAME_ICON].
click_combobtn_tpcd.demo	Clicking on [ICON] of the <b>Transaction Field</b> opens a list of already executed transactions.
click_combobtn_tpcd.prac	Click on [ICON] of the <b>Transaction Field</b> to open the list of already executed transactions.
docQuizzesTitle	Quiz Evaluation
docQuizzesInformation	information:
docQuizzesScorePassed	necessary score:
docQuizzesScoreAchieved	achieved score:
docQuizzesScoreMax	maximum score:
dblclick_mark_entry_img.demo	Double-clicking on the entry [ICON] selects it.
dblclick_mark_entry_img.prac	Select the entry [ICON] by double-clicking it.
