click_close_window_img.prac	请您点击 [ICON] 关闭该窗口。
click_select_all_lines_img.demo	点击 [ICON] ，所有的行都将被选定。
click_select_all_lines_img.prac	请您点击 [ICON] 选定所有的行。
click_open_card_menu.demo	点击 [ICON] 将打开选项卡选择。
click_open_card_menu.prac	请您点击 [ICON] 打开选项卡选择。
click_select_card.demo	选项卡 [B_NAME] 被选定。
click_select_card.prac	请您选定选项卡 [B_NAME] 。
click_next_cards_img.demo	点击 [ICON] 将显示以后的选项卡。
click_next_cards_img.prac	请您点击 [ICON] 显示以后的选项卡。
click_prev_cards_img.demo	点击 [ICON] 将显示以前的选项卡。
click_prev_cards_img.prac	请您点击 [ICON] 显示以前的选项卡。
click_open_nav_menu.demo	点击 [ICON] 将打开导航菜单。
click_open_nav_menu.prac	请您点击 [ICON] 打开导航菜单。
click_close_folder_img.demo	点击 [ICON] 将关闭文件夹 [B_NAME] 。
click_close_folder_img.prac	关闭文件夹 [B_NAME] 请您点击 [ICON] 。
click_open_folder_img.demo	点击 [ICON] 将打开文件夹 [B_NAME] 。
click_open_folder_img.prac	打开文件夹 [B_NAME] 请您点击 [ICON] 。
click_select_element_img.demo	点击 [ICON] 将选定单元 [B_NAME] 。
click_select_element_img.prac	选定单元 [B_NAME] 请您点击 [ICON] 。
click_scroll_down.demo	使用该滚动条将向下滚动。
click_scroll_down.prac	请您使用该滚动条向下滚屏。
dblclick_select_entry.demo	双击 [B_NAME] 将选定条目。
dblclick_select_entry.prac	请您双击选定条目 [B_NAME] 。
dblclick_select_date.demo	[B_NAME] 被选定。
dblclick_select_date.prac	请您选定 [B_NAME] 。
dblclick_start_transaction.demo	通过双击将开始交易 [B_NAME] 。
dblclick_start_transaction.prac	请您双击启动 [B_NAME] 交易 <br>或者<br>请您输入交易码 [B_TCODE] 并点击回车键（Enter）确认。
click_close_group.demo	[B_NAME] 组被关闭。
click_close_group.prac	请您关闭 [B_NAME] 组。
click_open_group.demo	[B_NAME] 组被打开。
click_open_group.prac	请您打开 [B_NAME] 组。
select.demo	[B_SELECTED] 作为 [B_NAME] 被选定。
select.prac	请您将  [B_SELECTED] 作为 [B_NAME] 选定。
input_text.demo	字段 [B_NAME] 进行输入填写。
input_text.prac	请您将 [B_INPUT] 输入到字段 [B_NAME] 中。
input_text_value.demo	字段 [B_NAME] 中现在输入的内容是 [B_INPUT] 。
input_text_value.prac	请您将 [B_INPUT] 输入到字段 [B_NAME] 中。
input_tab_enter_button.demo
input_tab_enter_button.prac	<br>确认输入内容请您点击 <b>Tab（制表键）</b> 或者 <b>Enter（回车键）</b> 或者请您点击 <b>相应的按钮</b>.
input_tab_enter.demo
input_tab_enter.prac	<br>确认输入内容请您点击 <b>Tab（制表键）</b> 或者 <b>Enter（回车键）</b>.
input_enter_button.demo
input_enter_button.prac	<br>确认输入内容请您点击 <b>Enter（回车键）</b> 或者请您点击 <b>相应的按钮</b>.
input_tab.demo
input_tab.prac	<br>确认输入内容请您点击 <b>Tab（制表键）</b>.
input_enter.demo
input_enter.prac	<br>确认输入内容请您点击 <b>Enter（回车键）</b>.
input_button.demo
input_button.prac	<br>确认输入的内容请您 <b>点击相应的按钮</b>.
click_select.demo	[B_NAME] 现被选定。
click_select.prac	请您选定 [B_NAME] 。
click_show_value_help_button.demo	点击文本框 [B_NAME] 您将打开变量值帮助。
click_show_value_help_button.prac	请您点击文本框 [B_NAME] 打开变量值帮助。
click_scroll_horizontal.demo	向右滚动……
click_scroll_horizontal.prac	请您将屏幕向右滚动。
click_scroll_vertical.demo	向下滚动……
click_scroll_vertical.prac	请您将屏幕向下滚动。
click_img_expand.demo	放大导航区域请点击 [ICON] 。
click_img_expand.prac	请您点击 [ICON] 来放大导航区域。
click_img_collapse.demo	缩小导航区域请点击 [ICON] 。
click_img_collapse.prac	请您点击 [ICON] 来缩小导航区域。
click_navrow.demo	导航行中的 [B_NAME] 被选定。
click_navrow.prac	请您打开导航行中的 [B_NAME] 。
click_navrow2.demo	第二个导航行中的 [B_NAME] 被选定。
click_navrow2.prac	请您打开第二个导航行中的 [B_NAME] 。
click_open_context_menu.demo	\ [B_NAME] 的关联菜单被打开。
click_open_context_menu.prac	请您打开 [B_NAME] 的关联菜单。
click_radio_select.demo	[B_NAME] 被选定。
click_radio_select.prac	请您选定 [B_NAME] 。
click_select_img.demo	[B_ICON_NAME] 被选定。
click_select_img.prac	请您选定 [B_ICON_NAME] 。
click_open_form_view.demo	点击 [B_ICON_NAME] 将切换到表单视图。
click_open_form_view.prac	请您点击 [B_ICON_NAME] 切换到表单视图。
history_select.demo	[B_NAME] 从历史记录中选定。
history_select.prac	请您将 [B_NAME] 从历史记录中选定。
click_page_up_img.demo	点击 [B_ICON] 页面将向上滚动。
click_page_up_img.prac	请您点击 [B_ICON] 将页面向上滚动。
click_page_down_img.demo	点击 [B_ICON] 页面将向下滚动。
click_page_down_img.prac	请您点击 [B_ICON] 将页面向下滚动。
click_page_top_img.demo	点击 [B_ICON] 将滚屏至起始位置。
click_page_top_img.prac	请您点击 [B_ICON] 滚屏至起始位置。
click_page_bottom_img.demo	点击 [B_ICON] 将滚屏至结束位置。
click_page_bottom_img.prac	请您点击 [B_ICON] 滚屏至结束位置。
click_sort_by_column.demo	将按照列 [B_NAME] 进行排序。
click_sort_by_column.prac	请您按照列 [B_NAME] 进行排序。
click_select_date.demo	\ [B_NAME] 被选定。
click_select_date.prac	请您选定 [B_NAME] 。
click_close_card_img.demo	点击 [ICON] 将关闭选项卡。
click_close_card_img.prac	请您点击[ICON] 关闭选项卡。
click_select_function_img.demo	点击 [ICON] 将选定功能 [B_NAME] 。
click_select_function_img.prac	请您点击 [ICON] 选定功能 [B_NAME] 。
click_hide_treeview.demo	点击 [ICON] 将关闭树型视图。
click_hide_treeview.prac	请您点击 [ICON] 关闭树型视图。
click_show_treeview.demo	点击 [ICON] 将打开树型视图。
click_show_treeview.prac	请您点击 [ICON] 打开树型视图。
click_mark_transaction.demo	点击 [B_NAME] 将标记该交易。
click_mark_transaction.prac	请您点击 [B_NAME] 标记该交易。
dblclick_select_element.demo	双击将选定单元 [B_NAME] 。
dblclick_select_element.prac	请您双击以选定单元 [B_NAME] 。
please_note.demo	请您注意： [B_NAME] 。
please_note.prac	请您注意： [B_NAME] 。
click_open_value_help_img.demo	点击 <b>输入帮助</b> [ICON] 您将获取有效变量值的选择列表。
click_open_value_help_img.prac	请您点击 <b>输入帮助</b> [ICON] 以便获取有效变量值的选择列表。
click_open_selection.demo	点击 [ICON] 您将获取一个选择列表。
click_open_selection.prac	请您点击 [ICON] 以获取选择列表。
click_mark_entry.demo	点击条目 [B_NAME] 将被标记。
click_mark_entry.prac	请您通过点击标记条目 [B_NAME] 。
click_mark_entry_img.demo	点击条目 [ICON] 将被选定。
click_mark_entry_img.prac	请您通过点击选定条目 [ICON] 。
click_menu_select_img.demo	点击菜单命令 [ICON] 将对其予以执行。
click_menu_select_img.prac	请您点击菜单命令 [ICON] 以将其执行。
click_open_menu_img.demo	点击菜单 [ICON] 它将打开。
click_open_menu_img.prac	请您点击菜单 [ICON] 将其打开。
click_select_card_img.demo	点击选项卡 [ICON] 它将被选定。
click_select_card_img.prac	请您点击选项卡 [ICON] 将其选定。
dblclick_select_line.demo	双击按钮 [NAME] 您将标记该行。
dblclick_select_line.prac	请您双击按钮 [NAME] 以标记该行。
click_activate_edit.demo	点击输入框 [B_NAME] 将其激活。
click_activate_edit.prac	请您在输入框 [B_NAME] 中点击以将其激活。
dblclick_activate_edit.demo	双击输入框 [B_NAME] 将其激活。
dblclick_activate_edit.prac	请您在输入框 [B_NAME] 中双击以将其激活。
dblclick_open_folder_img.demo	双击图标 [ICON] 您将打开文件夹 [B_NAME] 。
dblclick_open_folder_img.prac	打开文件夹 [B_NAME] 请您双击图标 [ICON] 。
click_open_folder.demo	点击 <b>“打开文件夹”</b> 图标您将打开文件夹 [B_NAME] 。
click_open_folder.prac	请您打开文件夹 [B_NAME] ，通过点击 <b>“打开文件夹”</b> 图标。
dblclick_open_folder.demo	双击 <b>“打开文件夹”</b> 图标您将打开文件夹 [B_NAME] 。
dblclick_open_folder.prac	请您打开文件夹 [B_NAME] ，通过双击 <b>“打开文件夹”</b> 图标。
click_close_folder.demo	点击 <b>“关闭文件夹”</b> 图标您将关闭文件夹 [B_NAME] 。
click_close_folder.prac	请您关闭文件夹 [B_NAME] ，通过点击 <b>“关闭文件夹”</b> 图标。
drag_scroll_hor.demo	通过点击和拖动 <b>滚动条</b> 可以看见所需区域。
drag_scroll_hor.prac	请您点击并拖动 <b>水平滚动条</b> 翻动页面。
drag_scroll_vert.demo	通过点击和拖动 <b>滚动条</b> 可以看见所需区域。
drag_scroll_vert.prac	请您点击并拖动 <b>垂直滚动条</b> 翻动页面。
click_scroll.demo	通过点击 <b>滚动按钮</b> [NAME] 可以看见所需区域。
click_scroll.prac	请您通过点击 <b>滚动按钮</b> [NAME] 翻动页面。
click_scroll_page_left.demo	通过在 <b>滚动区域</b> 内点击将可以看见所需区域。
click_scroll_page_left.prac	请您在 <b>滚动条以左区域</b> 点击以翻动页面。
click_scroll_page_right.demo	通过在 <b>滚动区域</b> 内点击将可以看见所需区域。
click_scroll_page_right.prac	请您在 <b>滚动条以右区域</b> 点击以翻动页面。
click_scroll_page_up.demo	通过在 <b>滚动区域</b> 内点击将可以看见所需区域。
click_scroll_page_up.prac	请您在 <b>滚动条以上区域</b> 点击以翻动页面。
click_scroll_page_down.demo	通过在 <b>滚动区域</b> 内点击将可以看见所需区域。
click_scroll_page_down.prac	请您在 <b>滚动条以下区域</b> 点击以翻动页面。
rclick_context.demo	通过鼠标右键点击 [B_NAME] 将打开关联菜单。
rclick_context.prac	请您用鼠标右键点击 [B_NAME] 。
dblclick_img.demo	双击 [ICON] 。
dblclick_img.prac	请您双击 [ICON] 。
keypress.demo	请您输入 [B_KEY] 。
keypress.prac	请您输入 [B_KEY] 。
item.close_folder	关闭文件夹
item.open_folder	打开文件夹
item.enter_key	回车键
item.tab_key	制表键
item.vscroll	垂直滚动条
item.hscroll	水平滚动条
item.close_window	关闭窗口
item.value_help	变量值选定
item.scroll	滚动条
item.back_btn	后退
item.save_btn	保存
item.scroll_area	滚动区域
input_text_value_tpcd.demo	[B_INPUT] is now entered in the <b>Transaction-Field</b>.
input_text_value_tpcd.prac	Enter [B_INPUT] in the <b>Transaction-Field</b>.
drag_img.demo	Drag [B_NAME_ICON].
drag_img.prac	Drag [B_NAME_ICON].
drop_img.demo	Drop on [B_NAME_ICON].
drop_img.prac	Drop on [B_NAME_ICON].
click_combobtn_tpcd.demo	Clicking on [ICON] of the <b>Transaction Field</b> opens a list of already executed transactions.
click_combobtn_tpcd.prac	Click on [ICON] of the <b>Transaction Field</b> to open the list of already executed transactions.
