# Base tokens	
BULLET;	• 
EXER_FAILKEY_HELP0	Ви натисли невірну кнопку.
EXER_FAILKEY_HELP1	"Ви натисли на  ""@1_key_""."
EXER_FAILKEY_HELP2	@{NEWLINE}Дозволені функціональні кнопки:@{NEWLINE}@1_keys_
EXER_HINT_ADDITIONALLY_VALID	@{NEWLINE}@{NEWLINE}Також дозволені:
EXER_HINT_CHANGABLE_MARKED	@{NEWLINE}@{BULLET} Зміна поля (@{EXER_COLOR_CHANGE})
EXER_HINT_CLICK_MARKED	@{NEWLINE}@{BULLET} Клік (Кнопки @{EXER_COLOR_CLICK})
EXER_HINT_DBLCLICK_MARKED	@{NEWLINE}@{BULLET} Подвійний клік (@{EXER_COLOR_DBLCLICK})
EXER_HINT_HELPCANCELS	@{NEWLINE}(Вказівка: Таким чином втрачаються усі пункти)
EXER_HINT_KEYS	"@{NEWLINE}@{BULLET} Натискання функціональних кнопок@{NEWLINE}""@1_keys_"""
EXER_HINT_ONLY_VALID	@{NEWLINE}@{NEWLINE}Дозволені:
EXER_HINT_RCLICK_MARKED	@{NEWLINE}@{BULLET} Натискання правою кнопкою миші (@{EXER_COLOR_RCLICK})
EXER_HINT_WOULDGOON	@{NEWLINE}(Вказівка: Інакше буде продовжено автоматично)
EXER_HINT_YOURINPUT	"Ви натисли ""@1_input_"".@{NEWLINE}"
EXER_OR	@{NEWLINE}або@{NEWLINE}

# StandardMacros.xml	
MSG_OPTIONFIELD_DESELECT	"Будь ласка, відмініть виділення опції ""@1""!"
MSG_OPTIONFIELD_SELECT	"Будь ласка, виділіть або відмініть виділення опції ""@1""!"
MSG_SCORE	"Досягнута кількість пунктів: ""@1""."
MSG_SINGLE_SELECT	"Будь ласка, виберіть елемент ""@1""!"
MSG_TEXTINPUT	"Введіть будь ласка ""@1"" у поле вводу ""@2""!"
MSG_TRANSACTIONCODE	"Введуть будь ласка вірний код транзакції ""@1""!"

capDemoStart	Режим демонстрації 
msgDemoStart1	У  режимі демонстрації Ви можете спостерігати за виконанням завдання у програмі. Слідкуйте , будь ласка, за демонстрацією, усі кроки виконуються автоматично.
msgDemoStart2	За допомогою навігаційної смужки на нижньому краї Ви зможете перервати або зупинити демонстрацію. Крім цього Ви зможете перейти  вперед до наступного кроку або назад до попереднього.
msgDemoStop	Режим демонстрації завершено.

capConcurrentStart	Режим  практики
msgConcurrentStart1	У режимі практики Ви отримаєте покрокову інструкцію для виконання завдання у програмі.
msgConcurrentStart2	Після кожного кроку демонстрацію буде перервано для того, щоб Ви змогли відтворити показаний крок у програмі.
msgConcurrentStop	Режим практики завершено.

capTestStart	Режим тесту
msgTestStart1	У тестовому режимі Ви зможете перевірити свої знання, виконавши самостійно завдання у програмі. Окрім даних приклада, які потрібно ввести, Ви не отримаєте ніяких вказівок щодо кроків виконання. Усе завдання описано у вікні завдання, яке Ви, за потребою,  зможете збільшити чи зменшити при  допомозі кнопок на заголовку вікна.
msgTestStart2	В кінці тесту Ви отримаєте оцінку на основі успішно виконаних кроків. Ця оцінка служить  тільки  для Вашої  самооцінки, ці дані не будуть ні збережені, ні передані.
msgTestStart3	Будь ласка, виконуйте усі Ваші дії дуже ретельно, тому що система реєструє усі помилки правопису та невірні кліки і оцінка буде з-за цього занижена. Якщо Ви вирішите скористатися допомогою до цього кроку, Ви втратите усі пункти, які передбачені за цей крок.
msgTestStart4	Ваша оцінка буде показана у кінці тесту, спробуйте досягти ціль у @{res_mastery_percent}%.
capTestOk	Ви витримали тест.
capTestFailed	Ви не витримали тест.
msgTestFailed1	По причині того, що Ви досягли менше ніж @{res_mastery_percent}% з можливих пунктів, ми рекомендуємо пройти цей курс знову, а потім перевірити Ваші знання ще раз у тестовому режимі.
msgTestFinished2	Ця оцінка служить  тільки  для Вашої  самооцінки.Результати не будуть збережені чи передані далі.
msgTestOk1	Поздоровляємо, Ви успішно виконали це завдання.
msgTestResult	Результат
msgTestScore	Досягнута кількість пунктів
msgTestScoreValue	@{res_collected_points} з @{res_possible_points}

capPracticeStart	Режим вправ
msgPracticeStart1	У режимі Ви зможете спробувати вивчене, вирішивши самостійно завдання у програмі.
msgPracticeStart2	Просто слідуйте покроковій інструкції.
msgPracticeStop	Режим вправ завершено

# eof
# New messages added after 6.1.0 beta 2
EXER_HINT_DRAG_MARKED;	"@{NEWLINE}@{BULLET} Drag (Elements are @{EXER_COLOR_DRAG})"
EXER_HINT_DROP_MARKED;	"@{NEWLINE}@{BULLET} Drop (Elements are @{EXER_COLOR_DROP})"
TIP_HELPBUBBLE;	"Yes, show help"
TIP_GOONBUBBLE;	"Go on to next step"
TOK_LIB_VAL_NOFILTER no filter
TOK_CLOSE_TASK;	"Close @{TIP_TASK}"

EXER_FAILCHANGE;	"You changed the wrong field!@{NEWLINE}"
EXER_FAILCHANGE_NOMARK_HELP;	"All permitted input fields were @{EXER_COLOR_CHANGE}."
EXER_FAILCHANGE0_NOMARK_HELP;	"No permitted input fields."

EXER_FAILCLICK;	"You clicked the wrong button!@{NEWLINE}"
EXER_FAILCLICK_NOMARK_HELP;	"All valid buttons were @{EXER_COLOR_CLICK}."
EXER_FAILCLICK0_NOMARK_HELP;	"No valid click possible."

EXER_FAILDRAG;	"You dragged a wrong area.@{NEWLINE}"
EXER_FAILDRAG_HELP;	"The dragged area is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas which can be dragged are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG0_HELP;	"A drag operation is not allowed at this point.@{NEWLINE}The dragged area is @{EXER_COLOR_ERROR}."
EXER_FAILDRAG0_NOMARK_HELP;	"No valid drag operation possible."

EXER_FAILDROP;	"You dropped on a wrong area.@{NEWLINE}"
EXER_FAILDROP_HELP;	"The area where you dropped is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas where you can drop are @{EXER_COLOR_DROP}."
EXER_FAILDROP_NODRAG_HELP;	"@{NEWLINE} (If there are no disponible drag areas, you can click on the drop elements)."
EXER_FAILDROP_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DROP}."
EXER_FAILDROP0_HELP;	"A drop operation is not allowed at this point.@{NEWLINE}The area where you dropped is @{EXER_COLOR_ERROR}."
EXER_FAILDROP0_NOMARK_HELP;	"No valid drop operation posibble."

EXER_FAILDBLCLICK;	"You double-clicked the wrong area!@{NEWLINE}"
EXER_FAILDBLCLICK_NOMARK_HELP;	"All buttons valid for double-click were @{EXER_COLOR_DBLCLICK}."
EXER_FAILDBLCLICK0_NOMARK_HELP;	"No valid doubleclick possible."

EXER_FAILRCLICK;	"You right-clicked the wrong area!@{NEWLINE}"
EXER_FAILRCLICK_NOMARK_HELP;	"All buttons valid for right-click were @{EXER_COLOR_RCLICK}."
EXER_FAILRCLICK0_NOMARK_HELP;	"No valid right-click possible."

MSG_WILLAUTOCLOSE;  "The lesson will be closed automatically in @1 sec. because of inactivity. To avoid this, please, move the mouse pointer over the window."

quizScoreReached;   "Your Score: "
quizScorePass;  "Passing Score: "
quizScoreMax;   "Maximum Score: "
quizItemName;   Item name
quizSolutions;  Solutions
quizResult; Result
quizPoints; Points

TOK_OK;	"O.K."

EXER_HINT_MCLICK_MARKED;    "@{NEWLINE}@{BULLET} Middle-click (@{EXER_COLOR_MCLICK})"
EXER_COLOR_MCLICK; marked orange
EXER_FAILMCLICK;    "You middle-clicked a wrong area.@{NEWLINE}"
EXER_FAILMCLICK_HELP;   The middle-clicked area is @{EXER_COLOR_ERROR}.@{NEWLINE}All buttons which are allowed to be middle-clicked are @{EXER_COLOR_MCLICK}.
EXER_FAILMCLICK_NOMARK_HELP;    "All valid middle-click buttons are @{EXER_COLOR_MCLICK}."
EXER_FAILMCLICK0_HELP;  Middle-clicks are not allowed at this point.@{NEWLINE}The clicked area is @{EXER_COLOR_ERROR}.
EXER_FAILMCLICK0_NOMARK_HELP;   "Middle-click is not valid."

# New messages end
# final eof
