# English text atoms
# Base tokens
BULLET;	•
EXER_FAIL1;	การกระทำที่ดำเนินการไม่ถูกต้อง คุณจะถูกหัก 1 คะแนน คะแนนที่เหลือสำหรับการกระทำนี้คือ: @1_rest-points_
EXER_FAIL2;	การกระทำที่ดำเนินการไม่ถูกต้อง คุณจะถูกหัก @1_points-penalty_ points คะแนน คะแนนที่เหลือสำหรับการกระทำนี้คือ: @2_rest-points_ points
EXER_FAIL_ASK4HELP;	@{NEWLINE}@{NEWLINE}ต้องการความช่วยเหลือหรือไม่

EXER_FAILCHANGE;	คุณแก้ไขผิดช่อง@{NEWLINE}
EXER_FAILCHANGE_HELP;	ช่องที่ถูกแก้ไขคือ @{EXER_COLOR_ERROR} @{NEWLINE}ช่องป้อนข้อมูลทั้งหมดที่แก้ไขได้คือ @{EXER_COLOR_CHANGE}
EXER_FAILCHANGE_NOMARK_HELP;	ช่องป้อนข้อมูลทั้งหมดที่ถูกต้องคือ @{EXER_COLOR_CHANGE}
EXER_FAILCHANGE0_HELP;	ไม่อนุญาตให้แก้ไขช่องป้อนข้อมูลในขณะนี้ @{NEWLINE}ช่องที่ถูกแก้ไขคือ @{EXER_COLOR_ERROR}
EXER_FAILCHANGE0_NOMARK_HELP;	ไม่มีช่องป้อนข้อมูลที่ถูกต้อง

EXER_FAILCLICK;	คุณคลิกผิดปุ่ม@{NEWLINE}
EXER_FAILCLICK_HELP;	พื้นที่ที่ถูกคลิกคือ @{EXER_COLOR_ERROR} @{NEWLINE}ปุ่มทั้งหมดที่สามารถคลิกได้คือ @{EXER_COLOR_CLICK}
EXER_FAILCLICK_NOMARK_HELP;	ปุ่มทั้งหมดที่ถูกต้องคือ @{EXER_COLOR_CLICK}
EXER_FAILCLICK0_HELP;	ไม่อนุญาตให้คลิกได้ในขณะนี้ @{NEWLINE}พื้นที่ที่ถูกคลิกคือ @{EXER_COLOR_ERROR}
EXER_FAILCLICK0_NOMARK_HELP;	ไม่สามารถคลิกได้

EXER_FAILDRAG;	คุณลากพื้นที่ที่ไม่ถูกต้อง@{NEWLINE}
EXER_FAILDRAG_HELP;	พื้นที่ที่ถูกลากคือ @{EXER_COLOR_ERROR} @{NEWLINE}พื้นที่ทั้งหมดที่ลากได้คือ @{EXER_COLOR_DRAG}
EXER_FAILDRAG_NOMARK_HELP;	พื้นที่ทั้งหมดที่ถูกต้องคือ @{EXER_COLOR_DRAG}
EXER_FAILDRAG0_HELP;	ไม่อนุญาตให้ทำการลากได้ในขณะนี้ @{NEWLINE}พื้นที่ที่ถูกลากคือ @{EXER_COLOR_ERROR}
EXER_FAILDRAG0_NOMARK_HELP;	ไม่สามารถทำการลากได้

EXER_FAILDROP;	คุณวางพื้นที่ที่ไม่ถูกต้อง@{NEWLINE}
EXER_FAILDROP_HELP;	พื้นที่ที่คุณวางคือ @{EXER_COLOR_ERROR} @{NEWLINE}พื้นที่ทั้งหมดที่คุณวางได้คือ @{EXER_COLOR_DROP}
EXER_FAILDROP_NODRAG_HELP;	@{NEWLINE} (หากไม่มีพื้นที่ที่ลากได้ คุณสามารถคลิกที่องค์ประกอบการลาก)
EXER_FAILDROP_NOMARK_HELP;	พื้นที่ทั้งหมดที่ถูกต้องคือ @{EXER_COLOR_DROP}
EXER_FAILDROP0_HELP;	ไม่อนุญาตให้ทำการวางในขณะนี้ @{NEWLINE}พื้นที่ที่คุณวางได้คือ @{EXER_COLOR_ERROR}
EXER_FAILDROP0_NOMARK_HELP;	ไม่สามารถทำการวางได้

EXER_FAILDBLCLICK;	คุณคลิกสองครั้งบนพื้นที่ที่ไม่ถูกต้อง @{NEWLINE}
EXER_FAILDBLCLICK_HELP;	พื้นที่ที่ถูกคลิกสองครั้งคือ @{EXER_COLOR_ERROR} @{NEWLINE}ปุ่มทั้งหมดที่คลิกสองครั้งได้คือ @{EXER_COLOR_DBLCLICK}
EXER_FAILDBLCLICK_NOMARK_HELP;	ปุ่มทั้งหมดที่คลิกสองครั้งได้คือ @{EXER_COLOR_DBLCLICK}
EXER_FAILDBLCLICK0_HELP;	ไม่อนุญาตให้คลิกสองครั้งได้ในขณะนี้ @{NEWLINE}พื้นที่ที่ถูกคลิกคือ @{EXER_COLOR_ERROR}
EXER_FAILDBLCLICK0_NOMARK_HELP;	การคลิกสองครั้งไม่ถูกต้อง

EXER_FAILRCLICK;	คุณคลิกขวาพื้นที่ที่ไม่ถูกต้อง@{NEWLINE}
EXER_FAILRCLICK_HELP;	พื้นที่ที่ถูกคลิกขวาคือ @{EXER_COLOR_ERROR}.@{NEWLINE}ปุ่มทั้งหมดที่คลิกขวาได้คือ @{EXER_COLOR_RCLICK}
EXER_FAILRCLICK_NOMARK_HELP;	ปุ่มทั้งหมดที่คลิกขวาได้คือ @{EXER_COLOR_RCLICK}
EXER_FAILRCLICK0_HELP;	ไม่อนุญาตให้คลิกขวา ณ คะแนนตอนนี้@{NEWLINE}พื้นที่ที่ถูกคลิกคือ @{EXER_COLOR_ERROR}
EXER_FAILRCLICK0_NOMARK_HELP;	คลิกขวาไม่ถูกต้อง

EXER_FAILKEY_HELP0;	คุณกดปุ่มผิด
EXER_FAILKEY_HELP1;	"คุณกดปุ่ม ""@1_key_"""
EXER_FAILKEY_HELP2;	@{NEWLINE}Function keys which can be used are:@{NEWLINE}@1_keys_

EXER_HINT_ADDITIONALLY_VALID;	@{NEWLINE}@{NEWLINE}การกระทำอื่นๆ ที่อนุญาตคือ:
EXER_HINT_CHANGABLE_MARKED;	@{NEWLINE}@{BULLET} แก้ไข (@{EXER_COLOR_CHANGE})
EXER_HINT_CLICK_MARKED;	@{NEWLINE}@{BULLET} คลิก (ปุ่มคือ @{EXER_COLOR_CLICK})
EXER_HINT_DRAG_MARKED;	@{NEWLINE}@{BULLET} ลาก (องค์ประกอบคือ  @{EXER_COLOR_DRAG})
EXER_HINT_DROP_MARKED;	@{NEWLINE}@{BULLET} วาง (องค์ประกอบคือ @{EXER_COLOR_DROP})
EXER_HINT_DBLCLICK_MARKED;	@{NEWLINE}@{BULLET} คลิกสองครั้ง (@{EXER_COLOR_DBLCLICK})
EXER_HINT_HELPCANCELS;	@{NEWLINE}(หมายเหตุ: คะแนนทั้งหมดจากการกระทำนี้จะถูกหักออกจากคะแนนสุดท้ายของคุณ)
EXER_HINT_KEYS;	"@{NEWLINE}@{BULLET} การกดปุ่มฟังก์ชัน@{NEWLINE}""@1_keys_"""
EXER_HINT_ONLY_VALID;	@{NEWLINE}@{NEWLINE}การกระทำที่อนุญาตคือ:
EXER_HINT_RCLICK_MARKED;	@{NEWLINE}@{BULLET} คลิกขวา (@{EXER_COLOR_RCLICK})
EXER_HINT_WOULDGOON;	@{NEWLINE}(หมายเหตุ: ไม่เช่นนั้นการดำเนินการต่อจะเกิดขึ้นโดยอัตโนมัติ)
EXER_HINT_YOURINPUT;	"คุณได้ป้อน ""@1_input_""@{NEWLINE}"
EXER_OR;	@{NEWLINE}หรือ@{NEWLINE}

# StandardMacros.xml	
MSG_OPTIONFIELD_DESELECT;	"โปรดยกเลิกการเลือกตัวเลือก ""@1""!"
MSG_OPTIONFIELD_SELECT;	"โปรดเลือกหรือยกเลิกการเลือกตัวเลือก ""@1""!"
MSG_SCORE;	"คะแนนที่ได้: ""@1"""
MSG_SINGLE_SELECT;	"โปรดเลือกรายการ ""@1""!"
MSG_TEXTINPUT;	"โปรดป้อน ""@1"" ลงในช่องป้อนข้อมูล ""@2""!"
MSG_TRANSACTIONCODE;	"โปรดป้อนรหัสทรานแซคชันที่ถูกต้อง ""@1""!"

# Producer bracepages	
capDemoStart;	โหมดตัวอย่าง
msgDemoStart1;	ในโหมดตัวอย่าง คุณสามารถดูกิจกรรมที่ทำเสร็จสมบูรณ์ภายในโปรแกรม คุณสามารถปฏิบัติตามตัวอย่างได้อย่างง่ายดาย ขณะที่การกระทำทั้งหมดจะดำเนินไปโดยอัตโนมัติ
msgDemoStart2;	เมื่อใช้แถบนำทางที่ด้านล่างของหน้าจอ คุณสามารถหยุดตัวอย่างชั่วคราวหรือหยุดตัวอย่างได้ นอกจากนี้ คุณยังสามารถข้ามไปยังขั้นตอนถัดไปหรือถอยกลับไปที่ขั้นตอนก่อนหน้า
msgDemoStop;	เสร็จสิ้นโหมดตัวอย่าง

capConcurrentStart;	โหมดทวนบทเรียน
msgConcurrentStart1;	โหมดทวนบทเรียนแสดงวิธีทำกิจกรรมหนึ่งๆ ให้เสร็จสมบูรณ์ภายในโปรแกรม
msgConcurrentStart2;	ตัวอย่างจะหยุดชั่วคราวหลังจากผ่านพ้นแต่ละขั้นตอนเพื่อให้คุณมีโอกาสทำตามขั้นตอนนั้นให้เสร็จในการใช้งานจริง
msgConcurrentStop;	เสร็จสิ้นโหมดทวนบทเรียน

capTestStart;	โหมดทดสอบ
msgTestStart1;	ในโหมดทดสอบ คุณสามารถทดสอบความรู้ของคุณได้ด้วยการทำกิจกรรมที่อยู่ภายในโปรแกรมให้เสร็จด้วยตัวคุณเอง: นอกจากข้อมูลตัวอย่างที่คุณต้องป้อนแล้ว คุณจะไม่ได้รับคำแนะนำทีละขั้นตอนใดๆ อีก งานที่คุณต้องทำให้เสร็จจะปรากฏอยู่ในหน้าต่างงาน ซึ่งคุณสามารถขยายหรือย่อตามจำเป็นโดยใช้ปุ่มต่างๆ ที่ด้านบนของบานหน้าต่างงาน
msgTestStart2;	เมื่อทำแบบทดสอบเสร็จ คุณจะได้รับคะแนนตามจำนวนขั้นตอนที่คุณทำเสร็จและทำได้ถูกต้อง การคิดคะแนนนี้มีจุดประสงค์เพื่อประเมินผลตัวคุณเองเท่านั้น และจะไม่ถูกนำมาประมวลผลหรือเก็บไว้!
msgTestStart3;	โปรดทำสิ่งต่างๆ ด้วยความระมัดระวังเนื่องจากระบบจะลงทะเบียนข้อมูลที่มีคำสะกดผิดและการคลิกผิด พร้อมหักคะแนนของคุณ  จำไว้ว่าต้องกรอกข้อมูลในช่องบังคับจากด้านบนลงมาที่ด้านล่าง และจากด้านซ้ายไปขวา ในกรณีที่คุณคลิกผิดช่องหรือป้อนค่าที่ไม่ถูกต้อง ระบบจะแสดงข้อความเตือน และคุณจะถูกหักคะแนน ถ้าคุณเลือกรับความช่วยเหลือจากระบบเพื่อทำขั้นตอนหนึ่งๆ ให้เสร็จ คะแนนสำหรับขั้นตอนเฉพาะขั้นตอนนี้ของคุณจะถูกตั้งเป็นศูนย์ 
msgTestStart4;	คะแนนรวมของคุณจะปรากฏขึ้นเมื่อสิ้นสุดการทดสอบ กรุณาพยายามทำคะแนนตามเป้าที่ @{res_mastery_percent}% สำหรับขั้นตอนต่างๆ ที่ถูกต้องและสมบูรณ์
capTestOk;	ผ่านการทดสอบ
capTestFailed;	ไม่ผ่านการทดสอบ
msgTestFailed1;	เนื่องจากคุณทำคะแนนได้ไม่ถึง @{res_mastery_percent}% เราขอแนะนำให้คุณกลับไปทบทวนเนื้อหาในหลักสูตรการฝึกอบรมอีกครั้ง ก่อนทำการทดสอบความรู้ของคุณใหม่ในโหมดทดสอบ
msgTestFinished2;	การทดสอบนี้มีจุดประสงค์เพื่อประเมินผลตัวคุณเองเท่านั้น ผลคะแนนที่ได้จะไม่ถูกบันทึกหรือรายงานให้กับผู้อื่น
msgTestOk1;	ขอแสดงความยินดี คุณสำเร็จหลักสูตรของกิจกรรมแล้ว
msgTestResult;	ผลลัพธ์
msgTestScore;	คะแนน
msgTestScoreValue;	@{res_collected_points} ของ @{res_possible_points}

capPracticeStart;	โหมดฝึกปฏิบัติ
msgPracticeStart1;	ในโหมดฝึกปฏิบัติ คุณสามารถลองทำสิ่งที่คุณได้เรียนรู้มาด้วยการทำงานหนึ่งๆ ให้เสร็จสมบูรณ์ด้วยตัวคุณเอง
msgPracticeStart2;	คุณจะได้รับคำแนะนำทีละขั้นตอน และคุณต้องปฏิบัติตาม
msgPracticeStop;	เสร็จสิ้นโหมดฝึกปฏิบัติ

# New messages
EXER_HINT_MCLICK_MARKED;    "@{NEWLINE}@{BULLET} Middle-click (@{EXER_COLOR_MCLICK})"
EXER_COLOR_MCLICK; marked orange
EXER_FAILMCLICK;    "You middle-clicked a wrong area.@{NEWLINE}"
EXER_FAILMCLICK_HELP;   The middle-clicked area is @{EXER_COLOR_ERROR}.@{NEWLINE}All buttons which are allowed to be middle-clicked are @{EXER_COLOR_MCLICK}.
EXER_FAILMCLICK_NOMARK_HELP;    "All valid middle-click buttons are @{EXER_COLOR_MCLICK}."
EXER_FAILMCLICK0_HELP;  Middle-clicks are not allowed at this point.@{NEWLINE}The clicked area is @{EXER_COLOR_ERROR}.
EXER_FAILMCLICK0_NOMARK_HELP;   "Middle-click is not valid."
# New messages end

# eof
