# English text atoms
# Base tokens
BULLET;	•
EXER_FAILCLICK;	Vous avez cliqué sur le mauvais bouton.@{NEWLINE}
EXER_FAILCLICK_HELP;	La zone cliquée est @{EXER_COLOR_ERROR}.@{NEWLINE}Tous les boutons qui peuvent être cliqués sont @{EXER_COLOR_CLICK}.
EXER_FAILCLICK_NOMARK_HELP;	Tous les boutons valides sont @{EXER_COLOR_CLICK}.
EXER_FAILCLICK0_HELP;	Les clics ne sont pas autorisés à cet endroit.@{NEWLINE}La zone cliquée est @{EXER_COLOR_ERROR}.
EXER_FAILCLICK0_NOMARK_HELP;	Aucun clic valide possible.

EXER_FAILDRAG;	Vous avez fait glisser la mauvaise zone.@{NEWLINE}
EXER_FAILDRAG_HELP;	La zone que vous avez fait glisser est @{EXER_COLOR_ERROR}.@{NEWLINE}Toutes les zones qui peuvent être glissées sont @{EXER_COLOR_DRAG}.
EXER_FAILDRAG_NOMARK_HELP;	Toutes les zones valides sont @{EXER_COLOR_DRAG}.
EXER_FAILDRAG0_HELP;	Il n'est pas autorisé de faire glisser à cet endroit.@{NEWLINE}La zone qui a été glissée est @{EXER_COLOR_ERROR}.
EXER_FAILDRAG0_NOMARK_HELP;	Aucune action de faire glisser valide.

EXER_FAILDROP;	Vous avez déposé dans la mauvaise zone.@{NEWLINE}
EXER_FAILDROP_HELP;	La zone dans laquelle vous avez déposé est @{EXER_COLOR_ERROR}.@{NEWLINE}Toutes les zones dans lesquelles vous pouvez déposer sont @{EXER_COLOR_DROP}.
EXER_FAILDROP_NODRAG_HELP;	@{NEWLINE} (S'il n'y a aucune zone disponible pour faire glisser, vous pouvez cliquer sur les éléments à déposer).
EXER_FAILDROP_NOMARK_HELP;	Toutes les zones valides sont @{EXER_COLOR_DROP}.
EXER_FAILDROP0_HELP;	Il n'est pas autorisé de faire glisser à cet endroit.@{NEWLINE}La zone dans laquelle vous avez fait glisser est @{EXER_COLOR_ERROR}.
EXER_FAILDROP0_NOMARK_HELP;	Aucune action de déposer valide.

EXER_FAILDBLCLICK;	Vous avez double-cliqué dans la mauvaise zone.@{NEWLINE}
EXER_FAILDBLCLICK_HELP;	La zone double-cliquée est @{EXER_COLOR_ERROR}.@{NEWLINE}Tous les boutons qui peuvent être double-cliqués sont @{EXER_COLOR_DBLCLICK}.
EXER_FAILDBLCLICK_NOMARK_HELP;	Tous les boutons valides pour un double clic sont @{EXER_COLOR_DBLCLICK}.
EXER_FAILDBLCLICK0_HELP;	Les double-clics ne sont pas autorisés à cet endroit.@{NEWLINE}La zone cliquée est @{EXER_COLOR_ERROR}.
EXER_FAILDBLCLICK0_NOMARK_HELP;	Le double-clic n'est pas valide.

EXER_FAILRCLICK;	Vous avez cliqué à droite dans la mauvaise zone.@{NEWLINE}
EXER_FAILRCLICK_HELP;	La zone dans laquelle vous avez cliqué à droite est @{EXER_COLOR_ERROR}.@{NEWLINE}Tous les messages qui peuvent être cliqués à droite sont @{EXER_COLOR_RCLICK}.
EXER_FAILRCLICK_NOMARK_HELP;	Tous les boutons valides pour un clic droit sont @{EXER_COLOR_RCLICK}.
EXER_FAILRCLICK0_HELP;	Les clics droits ne sont pas valides à cet endroit.@{NEWLINE}La zone cliquée est @{EXER_COLOR_ERROR}.
EXER_FAILRCLICK0_NOMARK_HELP;	Le clic droit n'est pas valide.

EXER_FAILKEY_HELP0;	Vous avez appuyé sur la mauvaise touche.
EXER_FAILKEY_HELP1;	"Vous avez appuyé sur la touche ""@1_key_""."
EXER_FAILKEY_HELP2;	@{NEWLINE}Les touches de fonction qui peuvent être utilisées sont B179:@{NEWLINE}@1_keys_

EXER_HINT_ADDITIONALLY_VALID;	@{NEWLINE}@{NEWLINE}Les autres actions autorisées sont :
EXER_HINT_CHANGABLE_MARKED;	@{NEWLINE}@{BULLET} Modifier (@{EXER_COLOR_CHANGE})
EXER_HINT_CLICK_MARKED;	@{NEWLINE}@{BULLET} Clic (Les boutons sont @{EXER_COLOR_CLICK})
EXER_HINT_DRAG_MARKED;	@{NEWLINE}@{BULLET} Glisser (Les éléments sont @{EXER_COLOR_DRAG})
EXER_HINT_DROP_MARKED;	@{NEWLINE}@{BULLET} Drop (Elements are @{EXER_COLOR_DROP})
EXER_HINT_DBLCLICK_MARKED;	@{NEWLINE}@{BULLET} Double clic (@{EXER_COLOR_DBLCLICK})
EXER_HINT_HELPCANCELS;	@{NEWLINE}(Remarque : Tous les points pour cette action seront soustraits de votre nombre de points final)
EXER_HINT_KEYS;	"@{NEWLINE}@{BULLET} Appuyez sur les touches de fonction@{NEWLINE}""@1_keys_"""
EXER_HINT_ONLY_VALID;	@{NEWLINE}@{NEWLINE}Les actions autorisées sont :
EXER_HINT_RCLICK_MARKED;	@{NEWLINE}@{BULLET} Clic droit (@{EXER_COLOR_RCLICK})
EXER_HINT_WOULDGOON;	@{NEWLINE}(Remarque : Sinon continue automatiquement)
EXER_HINT_YOURINPUT;	"Vous avez saisi ""@1_input_"".@{NEWLINE}"
EXER_OR;	@{NEWLINE}ou@{NEWLINE}

# StandardMacros.xml
MSG_OPTIONFIELD_DESELECT;	"Veuillez désélectionner l'option ""@1""!"
MSG_OPTIONFIELD_SELECT;	"Veuillez sélectionner ou désélectionner l'option ""@1""!"
MSG_SCORE;	"Nombre de points obtenu : ""@1""."
MSG_SINGLE_SELECT;	"Veuillez sélectionner l'entrée ""@1""!"
MSG_TEXTINPUT;	"Veuillez saisir ""@1"" dans le champ de saisie ""@2""!"
MSG_TRANSACTIONCODE;	"Veuillez saisir le bon code de transaction ""@1""!"

# Producer bracepages
capDemoStart;	Mode démo
msgDemoStart1;	En mode démo vous pouvez voir une activité complétée à l'intérieur de l'application. Vous pouvez simplement suivre la démo, pendant que toutes les actions sont exécutées automatiquement.
msgDemoStart2;	En utilisant la barre de navigation au bas de votre écran, vous pouvez mettre la démo en pause ou l'arrêter. Vous pouvez aussi faire un saut en avant à l'étape suivante ou vers l'arrière à l'étape précédente.
msgDemoStop;	Mode démo terminé

capConcurrentStart;	Mode concurrent
msgConcurrentStart1;	Le mode concurrent vous montre comment compléter une activité à l'intérieur de l'application.
msgConcurrentStart2;	La démo sera mise en pause après chaque étape pour vous permettre de compléter l'étape dans l'application réelle.
msgConcurrentStop;	Mode concurrent terminé

capTestStart;	Mode test
msgTestStart1;	En mode test vous pouvez testez vos connaissances en complétant une activité par vous-même à l'intérieur de l'application : outre l'échantillon de données que vous devez saisir, vous ne recevrez pas d'instructions étape par étape. La tâche que vous devez compléter est décrite dans la fenêtre des tâches que vous pouvez agrandir ou réduire au besoin à l'aide des boutons situés en haut de la sous-fenêtre de tâches.
msgTestStart2;	À la fin du test votre nombre de points sera fondé sur le nombre d'étapes complétées correctement. Ce nombre de points sert uniquement à votre auto-évaluation et ne sera ni analysé ni enregistré !
msgTestStart3;	Veuillez être très précis dans vos actions puisque le système enregistrera toutes les entrées mal orthographiées ainsi que les clics inexacts et réduira votre nombre de points en conséquence. Rappelez-vous de remplir les champs requis de haut en bas et de gauche à droite. Si vous cliquez dans le mauvais champ ou saisissez une valeur incorrecte, le système affichera un message d'avertissement et votre nombre de points sera réduit. Si vous choisissez de recevoir de l'aide du système pour compléter l'étape, votre nombre de points pour cette étape en particulier sera remis à zéro.
msgTestStart4;	Votre nombre de points total sera affiché à la fin du test. Veuillez essayer d'atteindre le résultat cible de @{res_mastery_percent} % d'étapes correctement complétées.
capTestOk;	Test réussi
capTestFailed;	Test échoué
msgTestFailed1;	Puisque vous avez obtenu moins que @{res_mastery_percent} %, nous vous recommandons de parcourir le contenu couvert par le cours de formation une fois de plus et de tester ensuite vos connaissance en mode test.
msgTestFinished2;	Vous avez procédé à ce test uniquement pour votre auto-évaluation. Les résultats ne seront ni enregistrés ni transmis à quiconque.
msgTestOk1;	Félicitations, vous avez complété l'activité avec succès.
msgTestResult;	Résultat
msgTestScore;	Nombre de points
msgTestScoreValue;	@{res_collected_points} de @{res_possible_points}

capPracticeStart;	Mode approfondissement
msgPracticeStart1;	En mode approfondissement, vous pouvez tester ce que vous avez appris en complétant une tâche par vous-même à l'intérieur de l'application.
msgPracticeStart2;	Vous recevrez les instructions étape par étape à suivre.
msgPracticeStop;	Mode approfondissement terminé


# New messages
EXER_HINT_MCLICK_MARKED;    "@{NEWLINE}@{BULLET} Middle-click (@{EXER_COLOR_MCLICK})"
EXER_COLOR_MCLICK; marked orange
EXER_FAILMCLICK;    "You middle-clicked a wrong area.@{NEWLINE}"
EXER_FAILMCLICK_HELP;   The middle-clicked area is @{EXER_COLOR_ERROR}.@{NEWLINE}All buttons which are allowed to be middle-clicked are @{EXER_COLOR_MCLICK}.
EXER_FAILMCLICK_NOMARK_HELP;    "All valid middle-click buttons are @{EXER_COLOR_MCLICK}."
EXER_FAILMCLICK0_HELP;  Middle-clicks are not allowed at this point.@{NEWLINE}The clicked area is @{EXER_COLOR_ERROR}.
EXER_FAILMCLICK0_NOMARK_HELP;   "Middle-click is not valid."
# New messages end

# eof
