# Base tokens
BULLET;	• 
EXER_HINT_CLICK_MARKED	@{NEWLINE}@{BULLET} 点击 (键纽为 @{EXER_COLOR_CLICK})
EXER_HINT_DBLCLICK_MARKED	@{NEWLINE}@{BULLET} 双击 (@{EXER_COLOR_DBLCLICK})
EXER_HINT_HELPCANCELS	@{NEWLINE}(提示: 由此所有的分数将消除)
EXER_HINT_KEYS	"@{NEWLINE}@{BULLET} 按击功能键@{NEWLINE}""@1_keys_"""
EXER_HINT_ONLY_VALID	@{NEWLINE}@{NEWLINE}允许的有:
EXER_HINT_RCLICK_MARKED	@{NEWLINE}@{BULLET} 点击右键 (@{EXER_COLOR_RCLICK})
EXER_HINT_WOULDGOON	@{NEWLINE}(提示: 否则将自动继续)
EXER_HINT_YOURINPUT	"您输入了""@1_input_"".@{NEWLINE}"
	
# StandardMacros.xml	
MSG_OPTIONFIELD_DESELECT	"请取消您的选择""@1""!"
MSG_OPTIONFIELD_SELECT	"请选择或取消您以选择的功能""@1""!"
MSG_SCORE	"取得的分数: ""@1""."
MSG_SINGLE_SELECT	"请选择输入 ""@1""!"
MSG_TEXTINPUT	"请在输入区域""@2""内输入""@1""!"
MSG_TRANSACTIONCODE	"请输入正确的任务代码""@1""!"
	
capDemoStart	演示模式 
msgDemoStart1	演示模式中,您得以观察应用中完成某个课题的过程.您仅需跟进演示的过程,每个步骤将自动进行.
msgDemoStart2	您可以使用下边界的导航栏中止或停止演示.此外,您也可以前进到下一步或跳回到上一步.
msgDemoStop	演示模式完成.
	
capConcurrentStart	实践模式
msgConcurrentStart1	在实践模式中,您会得到关于如何完成应用中的某个课题的逐步指示. 
msgConcurrentStart2	在每一步骤后演示将被中断,以使您得以在应用中体会演示过的步骤. 
msgConcurrentStop	实践模式完成.
	
capTestStart	测验模式
msgTestStart1	在测验模式中,您得以通过运用您之所知独自解决一个课题来检查您已掌握的知识.除了需要填写的实例数据外,您不会得到有关工作步骤的提示.整个课题在课题视窗中显示,您可以根据所需使用标题栏中的相应键放大或缩小之.
msgTestStart2	在测验的结尾处您将基于您成功进行的步骤而得到一个评分.评分仅用于您对自己的评价,此数据既不被储存亦不被转达.
msgTestStart3	请严谨地执行您之任务,因为系统会记录您之全部书写错误及每次错误点击,并相应降低您之得分.如果您决定就某一步骤寻求帮助,那么您将丢失本步骤之全部分数.
msgTestStart4	您的评分在测验的结尾处显示,请争取达到@{res_mastery_percent}%.
capTestOk	您已通过测验
capTestFailed	您未通过测验
msgTestFailed1	因为您的得分低于所要求的分数@{res_mastery_percent}%,我们建议您重复本学程,之后再次通过模拟测验来考察您的有关知识
msgTestFinished2	本测验仅用于您对自己的评估.测验结果既不会被记录亦不会被转达.
msgTestOk1	衷心祝贺您已成功完成本课题.
msgTestResult	结果
msgTestScore	取得的分数
	
capPracticeStart	模拟练习
msgPracticeStart1	在模拟练习中您可以尝试使用将您之所学,在应用的范围内完成所要求解决的课题.
msgPracticeStart2	请按逐步指导之指示进行.
msgPracticeStop	模拟练习结束
	
# New messages added after 6.1.0 beta 2
TIP_HELPBUBBLE;	"Yes, show help"
TIP_GOONBUBBLE;	"Go on to next step"
TOK_LIB_VAL_NOFILTER no filter
EXER_HINT_DRAG_MARKED;	"@{NEWLINE}@{BULLET} Drag (Elements are @{EXER_COLOR_DRAG})"
EXER_HINT_DROP_MARKED;	"@{NEWLINE}@{BULLET} Drop (Elements are @{EXER_COLOR_DROP})"
EXER_OR	@{NEWLINE}or@{NEWLINE}
EXER_AND	@{NEWLINE}and@{NEWLINE}
msgTestScoreValue	@{res_collected_points} of @{res_possible_points}
TOK_CLOSE_TASK;	"Close @{TIP_TASK}"

EXER_FAILCHANGE;	"You changed the wrong field!@{NEWLINE}"
EXER_FAILCHANGE_NOMARK_HELP;	"All permitted input fields were @{EXER_COLOR_CHANGE}."
EXER_FAILCHANGE0_NOMARK_HELP;	"No permitted input fields."

EXER_FAILCLICK;	"You clicked the wrong button!@{NEWLINE}"
EXER_FAILCLICK_NOMARK_HELP;	"All valid buttons were @{EXER_COLOR_CLICK}."
EXER_FAILCLICK0_NOMARK_HELP;	"No valid click possible."

EXER_FAILDRAG;	"You dragged a wrong area.@{NEWLINE}"
EXER_FAILDRAG_HELP;	"The dragged area is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas which can be dragged are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG0_HELP;	"A drag operation is not allowed at this point.@{NEWLINE}The dragged area is @{EXER_COLOR_ERROR}."
EXER_FAILDRAG0_NOMARK_HELP;	"No valid drag operation possible."

EXER_FAILDROP;	"You dropped on a wrong area.@{NEWLINE}"
EXER_FAILDROP_HELP;	"The area where you dropped is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas where you can drop are @{EXER_COLOR_DROP}."
EXER_FAILDROP_NODRAG_HELP;	"@{NEWLINE} (If there are no disponible drag areas, you can click on the drop elements)."
EXER_FAILDROP_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DROP}."
EXER_FAILDROP0_HELP;	"A drop operation is not allowed at this point.@{NEWLINE}The area where you dropped is @{EXER_COLOR_ERROR}."
EXER_FAILDROP0_NOMARK_HELP;	"No valid drop operation posibble."

EXER_FAILDBLCLICK;	"You double-clicked the wrong area!@{NEWLINE}"
EXER_FAILDBLCLICK_NOMARK_HELP;	"All buttons valid for double-click were @{EXER_COLOR_DBLCLICK}."
EXER_FAILDBLCLICK0_NOMARK_HELP;	"No valid doubleclick possible."

EXER_FAILRCLICK;	"You right-clicked the wrong area!@{NEWLINE}"
EXER_FAILRCLICK_NOMARK_HELP;	"All buttons valid for right-click were @{EXER_COLOR_RCLICK}."
EXER_FAILRCLICK0_NOMARK_HELP;	"No valid right-click possible."

MSG_WILLAUTOCLOSE;  "The lesson will be closed automatically in @1 sec. because of inactivity. To avoid this, please, move the mouse pointer over the window."

quizScoreReached;   "Your Score: "
quizScorePass;  "Passing Score: "
quizScoreMax;   "Maximum Score: "
quizItemName;   Item name
quizSolutions;  Solutions
quizResult; Result
quizPoints; Points

TOK_OK;	"O.K."

EXER_HINT_MCLICK_MARKED;    "@{NEWLINE}@{BULLET} Middle-click (@{EXER_COLOR_MCLICK})"
EXER_COLOR_MCLICK; marked orange
EXER_FAILMCLICK;    "You middle-clicked a wrong area.@{NEWLINE}"
EXER_FAILMCLICK_HELP;   The middle-clicked area is @{EXER_COLOR_ERROR}.@{NEWLINE}All buttons which are allowed to be middle-clicked are @{EXER_COLOR_MCLICK}.
EXER_FAILMCLICK_NOMARK_HELP;    "All valid middle-click buttons are @{EXER_COLOR_MCLICK}."
EXER_FAILMCLICK0_HELP;  Middle-clicks are not allowed at this point.@{NEWLINE}The clicked area is @{EXER_COLOR_ERROR}.
EXER_FAILMCLICK0_NOMARK_HELP;   "Middle-click is not valid."

# New messages end
# final eof
