# Base tokens	
BULLET;	• 
EXER_FAILRCLICK_HELP	Območje, ki sta ga kliknili z desno tipko, je bilo @{EXER_COLOR_ERROR}.@{NEWLINE}Vsi gumbi, na katere lahko kliknete z desno tipko @{EXER_COLOR_RCLICK}.
EXER_FAILRCLICK0_HELP	Klik z desno tipko ni nikjer dovoljen.@{NEWLINE}Območje, na katerega ste kliknili, je bilo @{EXER_COLOR_ERROR}.
EXER_FAILKEY_HELP0	Pritisnili ste napačno tipko
EXER_FAILKEY_HELP1	"Pritisnite ste ""@1_key_""."
EXER_FAILKEY_HELP2	@{NEWLINE}Dovoljene funkcijske tipke so:@{NEWLINE}@1_keys_
EXER_HINT_ADDITIONALLY_VALID	@{NEWLINE}@{NEWLINE}Prav tako so dovoljene:
EXER_HINT_CHANGABLE_MARKED	@{NEWLINE}@{BULLET} Spremembe polja (@{EXER_COLOR_CHANGE})
EXER_HINT_CLICK_MARKED	@{NEWLINE}@{BULLET} Klik (gumbi so @{EXER_COLOR_CLICK})
EXER_HINT_DBLCLICK_MARKED	@{NEWLINE}@{BULLET} Dvojni klik (@{EXER_COLOR_DBLCLICK})
EXER_HINT_HELPCANCELS	@{NEWLINE}(Opozorilo: s tem izgubite vse točke)
EXER_HINT_KEYS	"@{NEWLINE}@{BULLET} Pritisnite funkcijske tipke@{NEWLINE}""@1_keys_"""
EXER_HINT_ONLY_VALID	@{NEWLINE}@{NEWLINE}Dovoljene so:
EXER_HINT_RCLICK_MARKED	@{NEWLINE}@{BULLET} Klik z desno tipko (@{EXER_COLOR_RCLICK})
EXER_HINT_WOULDGOON	@{NEWLINE}(Opozorilo: v nasprotnem samodejno sledi nadaljevanje)
EXER_HINT_YOURINPUT	"Vnesli ste ""@1_input_"".@{NEWLINE}"
EXER_OR	@{NEWLINE}ali@{NEWLINE}

# StandardMacros.xml	
MSG_OPTIONFIELD_DESELECT	"Prekličite izbiro opcije ""@1"" prosim!"
MSG_OPTIONFIELD_SELECT	"Izberite oz. prekličite izbiro opcije ""@1"" prosim!"
MSG_SCORE	"Doseženo število točk: ""@1""."
MSG_SINGLE_SELECT	"Izberite vnos ""@1"" prosim!"
MSG_TEXTINPUT	"Vnesite ""@1"" v vnosno polje ""@2"" prosim!"
MSG_TRANSACTIONCODE	"Vnesite pravilno kodo transakcije ""@1"" prosim!"

capDemoStart	Predstavitveni način
msgDemoStart1	V predstavitvenem načinu lahko opazujete izvrševanje neke uporabne naloge. Preprosto sledite predstavitvi, vsi koraki bodo samodejno izvršeni.
msgDemoStart2	Z navigacijsko vrstico v spodnjem robu, lahko prekinete ali ustavite predstavitev. Poleg tega lahko preskočite naprej na naslednji ali nazaj na prejšnji korak.
msgDemoStop	Predstavitveni način je končan

capConcurrentStart	Način prakse
msgConcurrentStart1	V načinu prakse dobite za izvršitev neke uporabne naloge v aplikaciji navodila, ki vas vodijo po korakih. 
msgConcurrentStart2	Po vsakem koraku se predstavitev prekine, da bi lahko sledili prikaznemu koraku v aplikaciji. 
msgConcurrentStop	Način prakse se je končal.

capTestStart	Testni način
msgTestStart1	V tesnem načinu lahko preizkusite vaše znanje tako, da sami rešite uporabno nalogo. Poleg podatkov kot primer, ki jih morate vnesti, ne boste dobili  navodil, ki se nanašajo na delovni korak. Celotna naloga je opisana v okencih z nalogami, ki se po potrebi povečajo ali zmanjšajo s pomočjo preklopnih površin v naslovni vrstici.
msgTestStart2	Na koncu testa boste dobili dobili oceno na podlagi uspešno opravljenih korakov. Ta ocena je namenjena izključno  vašemu samoocenjevanju, podatki ne bodo niti shranjeni, niti posredovani.
msgTestStart3	Vaše akcijo opravite prosim zelo skrbno, ker zazna sistem vse pisne napake in napačne klike ter se tako ustrezno zmanjša ocena. Če ste se odločili, da boste zahtevali nek korak pomoči, boste izgubili vse predvidene točke za ta korak.
msgTestStart4	Vaša ocena bo prikazana na koncu testa,  poskusite doseči cilj @{res_mastery_percent}% .
capTestOk	Test ste opravili uspešno.
capTestFailed	Testa niste opravili. 
msgTestFailed1	Ker ste dosegli manj kot @{res_mastery_percent}% možnih točk vam priporočamo, da vsebino tega tečaja še enkrat predelate in nato vaše znanje še enkrat preverite v testnem načinu.
msgTestFinished2	Ta test je namenjen izključno vašemu samoocenjevanju. Rezultati ne bodo niti posneti, niti posredovani.
msgTestOk1	Prisrčne čestitke, to nalogo ste opravili uspešno.
msgTestResult	Rezultat
msgTestScore	Doseženo število točk
msgTestScoreValue	@{res_collected_points} od @{res_possible_points}

capPracticeStart	Učni način
msgPracticeStart1	V učnem načinu lahko preizkusite naučeno tako, da sami rešite nalogo znotraj aplikacije.
msgPracticeStart2	Preprosto sledite po korakih navodilom.
msgPracticeStop	Učni način je končan.

# eof# New messages added after 6.1.0 beta 2
EXER_HINT_DRAG_MARKED;	"@{NEWLINE}@{BULLET} Drag (Elements are @{EXER_COLOR_DRAG})"
EXER_HINT_DROP_MARKED;	"@{NEWLINE}@{BULLET} Drop (Elements are @{EXER_COLOR_DROP})"
TIP_HELPBUBBLE;	"Yes, show help"
TIP_GOONBUBBLE;	"Go on to next step"
TOK_LIB_VAL_NOFILTER no filter
TOK_CLOSE_TASK;	"Close @{TIP_TASK}"

EXER_FAILCHANGE;	"You changed the wrong field!@{NEWLINE}"
EXER_FAILCHANGE_NOMARK_HELP;	"All permitted input fields were @{EXER_COLOR_CHANGE}."
EXER_FAILCHANGE0_NOMARK_HELP;	"No permitted input fields."

EXER_FAILCLICK;	"You clicked the wrong button!@{NEWLINE}"
EXER_FAILCLICK_NOMARK_HELP;	"All valid buttons were @{EXER_COLOR_CLICK}."
EXER_FAILCLICK0_NOMARK_HELP;	"No valid click possible."

EXER_FAILDRAG;	"You dragged a wrong area.@{NEWLINE}"
EXER_FAILDRAG_HELP;	"The dragged area is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas which can be dragged are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DRAG}."
EXER_FAILDRAG0_HELP;	"A drag operation is not allowed at this point.@{NEWLINE}The dragged area is @{EXER_COLOR_ERROR}."
EXER_FAILDRAG0_NOMARK_HELP;	"No valid drag operation possible."

EXER_FAILDROP;	"You dropped on a wrong area.@{NEWLINE}"
EXER_FAILDROP_HELP;	"The area where you dropped is @{EXER_COLOR_ERROR}.@{NEWLINE}All areas where you can drop are @{EXER_COLOR_DROP}."
EXER_FAILDROP_NODRAG_HELP;	"@{NEWLINE} (If there are no disponible drag areas, you can click on the drop elements)."
EXER_FAILDROP_NOMARK_HELP;	"All valid areas are @{EXER_COLOR_DROP}."
EXER_FAILDROP0_HELP;	"A drop operation is not allowed at this point.@{NEWLINE}The area where you dropped is @{EXER_COLOR_ERROR}."
EXER_FAILDROP0_NOMARK_HELP;	"No valid drop operation posibble."

EXER_FAILDBLCLICK;	"You double-clicked the wrong area!@{NEWLINE}"
EXER_FAILDBLCLICK_NOMARK_HELP;	"All buttons valid for double-click were @{EXER_COLOR_DBLCLICK}."
EXER_FAILDBLCLICK0_NOMARK_HELP;	"No valid doubleclick possible."

EXER_FAILRCLICK;	"You right-clicked the wrong area!@{NEWLINE}"
EXER_FAILRCLICK_NOMARK_HELP;	"All buttons valid for right-click were @{EXER_COLOR_RCLICK}."
EXER_FAILRCLICK0_NOMARK_HELP;	"No valid right-click possible."

MSG_WILLAUTOCLOSE;  "The lesson will be closed automatically in @1 sec. because of inactivity. To avoid this, please, move the mouse pointer over the window."

quizScoreReached;   "Your Score: "
quizScorePass;  "Passing Score: "
quizScoreMax;   "Maximum Score: "
quizItemName;   Item name
quizSolutions;  Solutions
quizResult; Result
quizPoints; Points

TOK_OK;	"O.K."

EXER_HINT_MCLICK_MARKED;    "@{NEWLINE}@{BULLET} Middle-click (@{EXER_COLOR_MCLICK})"
EXER_COLOR_MCLICK; marked orange
EXER_FAILMCLICK;    "You middle-clicked a wrong area.@{NEWLINE}"
EXER_FAILMCLICK_HELP;   The middle-clicked area is @{EXER_COLOR_ERROR}.@{NEWLINE}All buttons which are allowed to be middle-clicked are @{EXER_COLOR_MCLICK}.
EXER_FAILMCLICK_NOMARK_HELP;    "All valid middle-click buttons are @{EXER_COLOR_MCLICK}."
EXER_FAILMCLICK0_HELP;  Middle-clicks are not allowed at this point.@{NEWLINE}The clicked area is @{EXER_COLOR_ERROR}.
EXER_FAILMCLICK0_NOMARK_HELP;   "Middle-click is not valid."

# New messages end
# final eof
